"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ELMD","Electromed, Inc.","5.3","$44.56M","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/elmd",
"ELLO","Ellomay Capital Ltd.","12.27","$131.03M","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ello",
"ECF","Ellsworth Growth and Income Fund Ltd.","10.4","$135.44M","1986","n/a","n/a","https://www.nasdaq.com/symbol/ecf",
"ECF^A","Ellsworth Growth and Income Fund Ltd.","25.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ecf^a",
"EMAN","eMagin Corporation","0.4899","$24.08M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/eman",
"MSN","Emerson Radio Corporation","1.08","$22.73M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/msn",
"EMX","EMX Royalty Corporation","1.23","$101.03M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/emx",
"UUUU","Energy Fuels Inc","3.05","$286.04M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/uuuu",
"UUUU.WS","Energy Fuels Inc","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uuuu.ws",
"ENSV","ENSERVCO Corporation","0.4","$21.72M","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ensv",
"EGI","Entree Resources Ltd.","0.294","$51.41M","2017","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/egi",
"ESP","Espey Mfg. & Electronics Corp.","24.65","$59.18M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/esp",
"EVBN","Evans Bancorp, Inc.","36.01","$175.85M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/evbn",
"EVI","EVI Industries, Inc.","36.34","$426.5M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/evi",
"EPM","Evolution Petroleum Corporation, Inc.","6.81","$226M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/epm",
"FEN","First Trust Energy Income and Growth Fund","22.95","$458.64M","2004","n/a","n/a","https://www.nasdaq.com/symbol/fen",
"BDL","Flanigan&#39;s Enterprises, Inc.","22.89","$42.54M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/bdl",
"FSI","Flexible Solutions International Inc.","4.37","$51.29M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/fsi",
"FTF","Franklin Limited Duration Income Trust","9.7","$292.35M","2003","n/a","n/a","https://www.nasdaq.com/symbol/ftf",
"FSP","Franklin Street Properties Corp.","7.77","$833.19M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/fsp",
"FRD","Friedman Industries Inc.","6.14","$42.98M","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/frd",
"FTNW","FTE Networks, Inc.","0.99","$24.33M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftnw",
"GGN","GAMCO Global Gold, Natural Reources & Income Trust ","4.59","$625.74M","2005","n/a","n/a","https://www.nasdaq.com/symbol/ggn",
"GGN^B","GAMCO Global Gold, Natural Reources & Income Trust ","24.67","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ggn^b",
"JOB","GEE Group Inc.","0.78","$9.4M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/job",
"GMO","General Moly, Inc","0.375","$45.12M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gmo",
"GSB","GlobalSCAPE, Inc.","9.41","$162.03M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gsb",
"GSAT","Globalstar, Inc.","0.4498","$652.26M","2006","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/gsat",
"GLOW","Glowpoint, Inc.","1.0527","$5.36M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glow",
"GORO","Gold Resource Corporation","3.4","$212.2M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/goro",
"GSV","Gold Standard Ventures Corporation","0.984","$255.88M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/gsv",
"AUMN","Golden Minerals Company","0.2961","$28.79M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aumn",
"GSS","Golden Star Resources, Ltd","4.23","$460.51M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gss",
"GV","Goldfield Corporation (The)","2.3339","$57.23M","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/gv",
"GDP","Goodrich Petroleum Corporation","11.75","$144.55M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gdp",
"GTE","Gran Tierra Energy Inc.","1.57","$598.13M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gte",
"GPL","Great Panther Mining Limited","0.7882","$219.6M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gpl",
"SIM","Grupo Simec, S.A. de C.V.","8.25","$1.36B","1993","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/sim",
"HEB","Hemispherx BioPharma, Inc.","4.05","$8.91M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/heb",
"HEXO","HEXO Corp.","5.1","$1.31B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/hexo",
"HLM^","Hillman Group Capital Trust","34.65","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hlm^",
"HMG","HMG/Courtland Properties, Inc.","13.17","$13.35M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hmg",
"HUSA","Houston American Energy Corporation","0.22","$13.76M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/husa",
"IBIO","iBio, Inc.","0.6902","$13.6M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ibio",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","24.84","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibo",
"IEC","IEC Electronics Corp.","5.97","$61.57M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/iec",
"IMH","Impac Mortgage Holdings, Inc.","3.1","$65.66M","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/imh",
"IMO","Imperial Oil Limited","28.18","$21.58B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/imo",
"IOR","Income Opportunity Realty Investors, Inc.","12.05","$50.23M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ior",
"IGC","India Globalization Capital Inc.","1.52","$60.06M","n/a","Technology","Electronic Components","https://www.nasdaq.com/symbol/igc",
"INFU","InfuSystems Holdings, Inc.","4.75","$93.59M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/infu",
"IHT","InnSuites Hospitality Trust","1.54","$14.36M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/iht",
"NSPR","InspireMD Inc.","3.35","$4.68M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nspr",
"NSPR.WS","InspireMD Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nspr.ws",
"NSPR.WS.B","InspireMD Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nspr.ws.b",
"IDN","Intellicheck, Inc.","5.95","$93.67M","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","37.49","$331.82M","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ins",
"THM","International Tower Hill Mines Ltd","0.5976","$111.82M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/thm",
"INTT","inTest Corporation","4.71","$49.76M","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/intt",
"INUV","Inuvo, Inc","0.37","$12.05M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/inuv",
"VKI","Invesco Advantage Municipal Income Trust II","11.09","$492.3M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vki",
"ISR","IsoRay, Inc.","0.403","$27.14M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/isr",
"ISDR","Issuer Direct Corporation","10.76","$41.48M","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/isdr",
"ITP","IT Tech Packaging, Inc.","0.7242","$15.95M","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/itp",
"KIQ","Kelso Technologies Inc","1.46","$68.87M","n/a","Capital Goods","Railroads","https://www.nasdaq.com/symbol/kiq",
"LTS","Ladenburg Thalmann Financial Services Inc","3.07","$456.5M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/lts",
"LTS^A","Ladenburg Thalmann Financial Services Inc","24.96","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lts^a",
"LTSH","Ladenburg Thalmann Financial Services Inc","25.45","n/a","2019","n/a","n/a","https://www.nasdaq.com/symbol/ltsh",
"LTSK","Ladenburg Thalmann Financial Services Inc","25","n/a","2018","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsk",
"LTSL","Ladenburg Thalmann Financial Services Inc","23.75","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsl",
"LTSF","Ladenburg Thalmann Financial Services Inc.","24.4514","n/a","2018","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsf",
"LGL","LGL Group, Inc. (The)","8.37","$40.79M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lgl",
"LBY","Libbey, Inc.","1.81","$40.32M","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lby",
"LLEX","Lilis Energy, Inc.","0.54","$49.52M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/llex",
"MAG","MAG Silver Corporation","10.52","$906.24M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mag",
"MHH","Mastech Digital, Inc","4.85","$53.35M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/mhh",
"MTNB","Matinas Biopharma Holdings, Inc.","0.891","$127.41M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtnb",
"MMX","Maverix Metals Inc.","4.36","$470.65M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mmx",
"MNI","McClatchy Company (The)","2.42","$19.18M","1988","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/mni",
"IPB","Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate","27.4677","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ipb",
"MXC","Mexco Energy Corporation","4.4216","$9.02M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mxc",
"CCA","MFS California Insured Municipal Trust","11.78","$32.82M","1999","n/a","n/a","https://www.nasdaq.com/symbol/cca",
"MICR","Micron Solutions, Inc.","2.7","$7.75M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/micr",
"MLSS","Milestone Scientific, Inc.","0.4707","$19.22M","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/mlss",
"MRIC","MRI Interventions, Inc.","3.9","$43.16M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mric",
"MYO","Myomo Inc.","0.7499","$12.82M","2017","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/myo",
"NNVC","NanoViricides, Inc.","0.2474","$18.98M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nnvc",
"ATEST","NASDAQ TEST STOCK","25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest",
"ATEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.a",
"ATEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.b",
"ATEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.c",
"NHC","National HealthCare Corporation","80.69","$1.24B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/nhc",
"NAVB","Navidea Biopharmaceuticals, Inc.","0.6017","$10.87M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/navb",
"NTIP","Network-1 Technologies, Inc.","2.41","$57.57M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/ntip",
"NBW","Neuberger Berman California Municipal Fund Inc","13.633","$75.68M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","11.82","$230.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nhs",
"NML","Neuberger Berman MLP and Energy Income Fund Inc.","7.83","$443.64M","2013","n/a","n/a","https://www.nasdaq.com/symbol/nml",
"NBH","Neuberger Berman Municipal Fund Inc.","14.5475","$273.55M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbh",
"NBO","Neuberger Berman New York Municipal Fund Inc.","12.42","$63.06M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","5.23","$248M","2003","n/a","n/a","https://www.nasdaq.com/symbol/nro",
"GBR","New Concept Energy, Inc","1.8827","$9.66M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gbr",
"NEN","New England Realty Associates Limited Partnership","59.95","$220.48M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/nen",
"NGD","New Gold Inc.","1.07","$619.65M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ngd",
"NXE","Nexgen Energy Ltd.","1.63","$579.89M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nxe",
"HLTH","Nobilis Health Corp.","0.16","$12.52M","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hlth",
"NAK","Northern Dynasty Minerals, Ltd.","0.5019","$181.43M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nak",
"NOG","Northern Oil and Gas, Inc.","1.95","$763.14M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nog",
"NBY","NovaBay Pharmaceuticals, Inc.","1.56","$32.05M","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nby",
"NG","Novagold Resources Inc.","5.87","$1.91B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ng",
"NRCG","NRC Group Holdings Corp.","11.45","$435.68M","2017","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/nrcg",
"NRCG.WS","NRC Group Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nrcg.ws",
"NTN","NTN Buzztime, Inc.","3.67","$10.57M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/ntn",
"NES","Nuverra Environmental Solutions, Inc.","6.08","$95.51M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nes",
